lat,long,time,pm
22.57,88.37,3/28/2023 19:00,44.19664053
22.59,88.36,3/28/2023 19:00,43.14553611
22.6,88.41,3/28/2023 19:00,42.91943286
22.46,88.37,3/28/2023 20:00,43.45102758
22.5,88.35,3/28/2023 20:00,39.66052464
22.52,88.34,3/28/2023 20:00,45.77954074
22.54,88.34,3/28/2023 20:00,41.70954906
22.54,88.35,3/28/2023 20:00,41.9159285
22.56,88.35,3/28/2023 20:00,40.57300765
22.56,88.39,3/28/2023 20:00,47.67192182
22.57,88.36,3/28/2023 20:00,40.64001396
22.57,88.37,3/28/2023 20:00,43.38191211
22.59,88.36,3/28/2023 20:00,40.89532902
22.6,88.41,3/28/2023 20:00,43.96781308
22.46,88.37,3/28/2023 21:00,44.10634846
22.5,88.35,3/28/2023 21:00,41.51784268
22.52,88.34,3/28/2023 21:00,40.36801443
22.54,88.34,3/28/2023 21:00,40.71065866
22.54,88.35,3/28/2023 21:00,40.83395027
22.56,88.35,3/28/2023 21:00,40.13280393
22.56,88.39,3/28/2023 21:00,47.9892607
22.57,88.36,3/28/2023 21:00,39.69056229
22.57,88.37,3/28/2023 21:00,45.30837121
22.59,88.36,3/28/2023 21:00,39.90049338
22.6,88.41,3/28/2023 21:00,44.34679776
22.46,88.37,3/28/2023 22:00,43.51173329
22.5,88.35,3/28/2023 22:00,44.97971282
22.52,88.34,3/28/2023 22:00,47.85294334
22.54,88.34,3/28/2023 22:00,45.9215271
22.54,88.35,3/28/2023 22:00,46.70684103
22.56,88.35,3/28/2023 22:00,44.81805353
22.56,88.39,3/28/2023 22:00,49.13622547
22.57,88.36,3/28/2023 22:00,46.3270356
22.57,88.37,3/28/2023 22:00,48.18981098
22.59,88.36,3/28/2023 22:00,53.90144914
22.6,88.41,3/28/2023 22:00,45.70818272
22.46,88.37,3/28/2023 23:00,39.40102862
22.5,88.35,3/28/2023 23:00,39.50977909
22.52,88.34,3/28/2023 23:00,43.29697566
22.54,88.34,3/28/2023 23:00,41.72473988
22.54,88.35,3/28/2023 23:00,41.78102518
22.56,88.35,3/28/2023 23:00,40.3744711
22.56,88.39,3/28/2023 23:00,42.32257342
22.57,88.36,3/28/2023 23:00,41.73335904
22.57,88.37,3/28/2023 23:00,43.99281177
22.59,88.36,3/28/2023 23:00,43.57248618
22.6,88.41,3/28/2023 23:00,41.79992421
22.46,88.37,3/29/2023 0:00,38.64901174
22.5,88.35,3/29/2023 0:00,41.09272647
22.52,88.34,3/29/2023 0:00,41.50280508
22.54,88.34,3/29/2023 0:00,40.21037695
22.54,88.35,3/29/2023 0:00,40.56417026
22.56,88.35,3/29/2023 0:00,42.36285501
22.56,88.39,3/29/2023 0:00,43.80835762
22.57,88.36,3/29/2023 0:00,40.41163131
22.57,88.37,3/29/2023 0:00,47.61882986
22.59,88.36,3/29/2023 0:00,43.30213963
22.6,88.41,3/29/2023 0:00,37.60625369
22.46,88.37,3/29/2023 1:00,37.49859343
22.5,88.35,3/29/2023 1:00,36.52411565
22.52,88.34,3/29/2023 1:00,38.15906958
22.54,88.34,3/29/2023 1:00,38.21151945
22.54,88.35,3/29/2023 1:00,38.57335351
22.56,88.35,3/29/2023 1:00,37.14596891
22.56,88.39,3/29/2023 1:00,39.74644323
22.57,88.36,3/29/2023 1:00,38.12426102
22.57,88.37,3/29/2023 1:00,39.22048423
22.59,88.36,3/29/2023 1:00,37.79058694
22.6,88.41,3/29/2023 1:00,38.66898179
22.46,88.37,3/29/2023 2:00,37.85708388
22.5,88.35,3/29/2023 2:00,36.74471705
22.52,88.34,3/29/2023 2:00,38.01783691
22.54,88.34,3/29/2023 2:00,37.52939722
22.54,88.35,3/29/2023 2:00,38.2503851
22.56,88.35,3/29/2023 2:00,36.48954399
22.56,88.39,3/29/2023 2:00,39.48005047
22.57,88.36,3/29/2023 2:00,37.56164493
22.57,88.37,3/29/2023 2:00,38.65518789
22.59,88.36,3/29/2023 2:00,35.62735182
22.6,88.41,3/29/2023 2:00,36.32539346
22.46,88.37,3/29/2023 3:00,35.21421561
22.5,88.35,3/29/2023 3:00,34.60644784
22.52,88.34,3/29/2023 3:00,34.80746677
22.54,88.34,3/29/2023 3:00,34.56864051
22.54,88.35,3/29/2023 3:00,35.31911117
22.56,88.35,3/29/2023 3:00,34.08159438
22.56,88.39,3/29/2023 3:00,35.25143297
22.57,88.36,3/29/2023 3:00,34.88567008
22.57,88.37,3/29/2023 3:00,36.69216016
22.59,88.36,3/29/2023 3:00,33.70676674
22.6,88.41,3/29/2023 3:00,34.84135436
22.46,88.37,3/29/2023 4:00,33.25444513
22.5,88.35,3/29/2023 4:00,33.86761546
22.52,88.34,3/29/2023 4:00,32.78211326
22.54,88.34,3/29/2023 4:00,32.62848573
22.54,88.35,3/29/2023 4:00,33.21010049
22.56,88.35,3/29/2023 4:00,31.82950184
22.56,88.39,3/29/2023 4:00,32.5325674
22.57,88.36,3/29/2023 4:00,32.83459647
22.57,88.37,3/29/2023 4:00,33.4912583
22.59,88.36,3/29/2023 4:00,31.54869841
22.6,88.41,3/29/2023 4:00,31.57303706
22.46,88.37,3/29/2023 5:00,32.64935
22.5,88.35,3/29/2023 5:00,33.64169289
22.52,88.34,3/29/2023 5:00,31.36615865
22.54,88.34,3/29/2023 5:00,31.85488125
22.54,88.35,3/29/2023 5:00,32.34000693
22.56,88.35,3/29/2023 5:00,30.94119305
22.56,88.39,3/29/2023 5:00,31.52918291
22.57,88.36,3/29/2023 5:00,31.89804314
22.57,88.37,3/29/2023 5:00,32.72088061
22.59,88.36,3/29/2023 5:00,30.49839717
22.6,88.41,3/29/2023 5:00,30.99849295
22.46,88.37,3/29/2023 6:00,32.68116883
22.5,88.35,3/29/2023 6:00,33.61502626
22.52,88.34,3/29/2023 6:00,32.24809756
22.54,88.34,3/29/2023 6:00,32.08698606
22.54,88.35,3/29/2023 6:00,32.3603718
22.56,88.35,3/29/2023 6:00,30.89182791
22.56,88.39,3/29/2023 6:00,31.57611325
22.57,88.36,3/29/2023 6:00,31.92908557
22.57,88.37,3/29/2023 6:00,32.60182891
22.59,88.36,3/29/2023 6:00,30.19300196
22.6,88.41,3/29/2023 6:00,30.73987452
22.46,88.37,3/29/2023 7:00,31.9413409
22.5,88.35,3/29/2023 7:00,33.88997258
22.52,88.34,3/29/2023 7:00,33.6192671
22.54,88.34,3/29/2023 7:00,33.18849526
22.54,88.35,3/29/2023 7:00,33.41631671
22.56,88.35,3/29/2023 7:00,32.3053941
22.56,88.39,3/29/2023 7:00,31.42852307
22.57,88.36,3/29/2023 7:00,33.45790261
22.57,88.37,3/29/2023 7:00,34.08508166
22.59,88.36,3/29/2023 7:00,30.70550521
22.6,88.41,3/29/2023 7:00,30.98896168
22.46,88.37,3/29/2023 8:00,32.5784845
22.5,88.35,3/29/2023 8:00,34.69037048
22.52,88.34,3/29/2023 8:00,33.93989982
22.54,88.34,3/29/2023 8:00,34.19973737
22.54,88.35,3/29/2023 8:00,34.9743303
22.56,88.35,3/29/2023 8:00,33.96427236
22.56,88.39,3/29/2023 8:00,32.12506926
22.57,88.36,3/29/2023 8:00,35.07657709
22.57,88.37,3/29/2023 8:00,35.66355235
22.59,88.36,3/29/2023 8:00,32.26667388
22.6,88.41,3/29/2023 8:00,32.65843947
22.46,88.37,3/29/2023 9:00,33.55850313
22.5,88.35,3/29/2023 9:00,36.04188939
22.52,88.34,3/29/2023 9:00,34.94030568
22.54,88.34,3/29/2023 9:00,34.7106704
22.54,88.35,3/29/2023 9:00,34.84468302
22.56,88.35,3/29/2023 9:00,34.27917864
22.56,88.39,3/29/2023 9:00,34.54576394
22.57,88.36,3/29/2023 9:00,35.56569976
22.57,88.37,3/29/2023 9:00,36.00258089
22.59,88.36,3/29/2023 9:00,33.01018977
22.6,88.41,3/29/2023 9:00,33.85693909
22.46,88.37,3/29/2023 10:00,35.07171717
22.5,88.35,3/29/2023 10:00,38.43387487
22.52,88.34,3/29/2023 10:00,37.11519072
22.54,88.34,3/29/2023 10:00,36.83886681
22.54,88.35,3/29/2023 10:00,37.16317734
22.56,88.35,3/29/2023 10:00,35.89738395
22.56,88.39,3/29/2023 10:00,35.86295987
22.57,88.36,3/29/2023 10:00,37.99334128
22.57,88.37,3/29/2023 10:00,38.3015703
22.59,88.36,3/29/2023 10:00,35.73382026
22.6,88.41,3/29/2023 10:00,36.11758384
22.46,88.37,3/29/2023 11:00,37.5767931
22.5,88.35,3/29/2023 11:00,41.18802459
22.52,88.34,3/29/2023 11:00,40.80474851
22.54,88.34,3/29/2023 11:00,40.07478305
22.54,88.35,3/29/2023 11:00,40.62155453
22.56,88.35,3/29/2023 11:00,38.13133708
22.56,88.39,3/29/2023 11:00,39.79723543
22.57,88.36,3/29/2023 11:00,41.05281214
22.57,88.37,3/29/2023 11:00,41.05013189
22.59,88.36,3/29/2023 11:00,38.86529484
22.6,88.41,3/29/2023 11:00,39.05212528
22.46,88.37,3/29/2023 12:00,44.12305592
22.5,88.35,3/29/2023 12:00,45.48827004
22.52,88.34,3/29/2023 12:00,44.09453882
22.54,88.34,3/29/2023 12:00,43.75402039
22.54,88.35,3/29/2023 12:00,42.50234254
22.56,88.35,3/29/2023 12:00,41.74950109
22.56,88.39,3/29/2023 12:00,42.53410296
22.57,88.36,3/29/2023 12:00,43.61763698
22.57,88.37,3/29/2023 12:00,43.53990966
22.59,88.36,3/29/2023 12:00,41.39382328
22.6,88.41,3/29/2023 12:00,41.63889868
22.46,88.37,3/29/2023 13:00,43.54737246
22.5,88.35,3/29/2023 13:00,45.0804768
22.52,88.34,3/29/2023 13:00,43.41622217
22.54,88.34,3/29/2023 13:00,50.73867158
